java.lang.invoke.BoundMethodHandle$Species_LL.copyWithExtendL,0.2948
java.lang.ClassLoader.createOrGetClassLoaderValueMap,0.1650
org.springframework.boot.loader.jar.NestedJarFile.getContentEntry,0.5402
java.util.ServiceLoader.stream,0.2128
java.util.stream.Nodes.intBuilder,0.1888
java.lang.String.<init>,0.5161
java.lang.invoke.LambdaForm$DMH/0x0000000800200800.invokeStatic,0.0086
org.springframework.asm.ClassReader.accept,0.1650
jdk.internal.loader.URLClassPath$Loader.getResource,1.2287
org.springframework.boot.loader.net.protocol.jar.JarUrlClassLoader.definePackage,0.1624
org.springframework.boot.loader.net.protocol.jar.Handler.parseURL,0.2386
java.lang.Thread.sleep0,0.0271
org.springframework.boot.web.embedded.tomcat.TomcatWebServer.initialize,0.1169
java.lang.invoke.StringConcatFactory.prepender,0.1182
com.fasterxml.jackson.databind.cfg.MapperConfigBase.<clinit>,0.1624
java.lang.String.indexOf,0.1169
java.lang.invoke.MethodType.checkPtypes,0.1182
java.lang.Thread.interrupted,0.0086
com.google.gson.GsonBuilder.<init>,0.2948
java.util.concurrent.ConcurrentHashMap.putVal,0.0000
java.util.jar.JarFile.getManifestFromReference,0.1888
java.lang.StringBuilder.<init>,0.1737
com.sun.org.apache.xpath.internal.axes.WalkerFactory.newDTMIterator,0.1169
java.lang.String.regionMatches,0.4099
org.springframework.boot.loader.zip.FileDataBlock$FileAccess.close,0.8172
org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource.getConfigurationProperty,0.1472
org.springframework.boot.SpringApplication.getBeanDefinitionRegistry,0.1650
java.lang.Object.clone,0.5767
org.springframework.core.io.support.SpringFactoriesLoader$FactoryInstantiator.findSingleConstructor,0.0086
org.springframework.core.annotation.AnnotationsScanner.processClassHierarchy,0.1182
io.netty.util.internal.logging.InternalLoggerFactory.useSlf4JLoggerFactory,0.2948
java.lang.System$2.blockedOn,0.1182
java.util.ImmutableCollections$Set12.contains,0.2128
java.lang.invoke.Invokers$Holder.linkToTargetMethod,0.2772
java.lang.ClassLoader.getNamedPackage,0.1472
java.lang.Throwable.<init>,0.1888
io.netty.util.ConstantPool.<init>,0.2948
java.io.UnixFileSystem.canonicalize0,0.1169
java.lang.String.concat,0.1888
jdk.internal.loader.NativeLibrary.findEntry0,0.4117
com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl.<init>,0.1780
java.lang.reflect.ReflectAccess.getExecutableSharedParameterTypes,0.2772
org.springframework.cglib.proxy.MethodProxy.create,0.1472
java.lang.invoke.LambdaFormBuffer.replaceFunctions,0.1182
java.lang.String.contains,0.1559
org.springframework.boot.context.properties.bind.ValueObjectBinder$DefaultValueObject.parseConstructorParameters,0.2128
org.springframework.boot.autoconfigure.BackgroundPreinitializer$1.run,0.1624
org.springframework.boot.web.servlet.ServletContextInitializerBeans.addAdaptableBeans,0.1182
org.springframework.boot.autoconfigure.context.MessageSourceAutoConfiguration$ResourceBundleCondition.getResources,0.2772
java.util.Arrays.fill,0.1169
java.lang.Object.hashCode,0.3710
java.util.Arrays.binarySearch,0.0000
org.springframework.core.annotation.AnnotationsScanner.hasPlainJavaAnnotationsOnly,0.1472
org.springframework.asm.MethodWriter.computeAllFrames,0.1472
java.lang.Thread.ofVirtual,0.2128
org.springframework.core.ReactiveAdapterRegistry$ReactorRegistrar.<clinit>,0.2948
java.lang.reflect.Array.newArray,0.0086
org.springframework.context.expression.StandardBeanExpressionResolver.lambda$evaluate$2,0.1650
org.springframework.boot.loader.net.protocol.jar.JarUrlConnection.open,0.4900
java.security.SecureClassLoader.getProtectionDomain,0.1888
java.util.regex.Pattern.group0,0.0086
java.lang.ClassLoader.getResource,0.1182
java.lang.invoke.InnerClassLambdaMetafactory.generateConstructor,0.0086
java.util.Arrays.binarySearch0,0.8119
org.springframework.boot.loader.net.protocol.jar.JarFileUrlKey.get,0.1650
org.springframework.boot.loader.net.protocol.jar.Handler.openConnection,0.3096
org.springframework.core.io.support.PathMatchingResourcePatternResolver.<clinit>,0.2128
org.springframework.boot.loader.net.protocol.jar.UrlJarFileFactory.getVersion,0.1888
java.lang.invoke.DirectMethodHandle$Holder.invokeStatic,0.1888
java.lang.String.substring,0.0086
org.springframework.boot.loader.net.protocol.jar.LazyDelegatingInputStream.read,0.1182
java.net.URLClassLoader.findClass,0.2948
org.springframework.core.annotation.TypeMappedAnnotation.adaptForAttribute,0.1472
java.nio.ByteBuffer.<init>,0.1888
org.springframework.boot.loader.net.protocol.nested.NestedUrlConnection.<init>,0.0086
com.fasterxml.jackson.databind.type.ClassKey.<init>,0.1182
org.springframework.core.convert.support.GenericConversionService.getRequiredTypeInfo,0.2948
sun.nio.ch.Net.accept,0.0202
java.util.jar.Attributes.put,0.0086
org.springframework.boot.loader.net.protocol.jar.Handler.extractPath,0.4014
org.springframework.boot.autoconfigure.condition.OnClassCondition.createOutcomesResolver,0.2772
java.util.LinkedList.linkLast,0.2128
java.lang.ref.Reference.waitForReferencePendingList,0.0894
java.lang.StringConcatHelper.simpleConcat,0.2772
java.lang.ThreadLocal.get,0.2772
core.ca.concordia.ptidej.spectra.RouteController.<init>,0.1182
java.lang.invoke.Invokers.maybeCustomize,0.1472
java.nio.ByteBuffer.limit,0.1169
java.lang.invoke.MethodHandles.argumentsWithCombinerChecks,0.1888
java.nio.ByteBuffer.position,0.1974
org.springframework.boot.loader.zip.ZipString.endsWith,0.0172
jdk.proxy2.$Proxy36.annotationType,0.1472
org.springframework.web.method.HandlerTypePredicate.builder,0.2948
org.springframework.boot.context.config.ConfigDataEnvironmentUpdateListener.<clinit>,0.0086
org.springframework.boot.logging.logback.LogbackLoggingSystemProperties.getDefaultCharset,0.2128
org.springframework.boot.loader.jar.NestedJarFile.getVersionedContentEntry,0.0000
sun.nio.ch.KQueue.poll,0.0357
io.netty.util.internal.PlatformDependent.isAndroid,0.2948
java.lang.Throwable.fillInStackTrace,2.5242
java.util.LinkedList.add,0.1169
java.util.Properties.loadConvert,0.2772
jdk.internal.org.objectweb.asm.MethodVisitor.<init>,0.0172
java.time.zone.TzdbZoneRulesProvider.load,0.1888
org.springframework.http.converter.FormHttpMessageConverter.<init>,0.0890
org.springframework.boot.loader.jar.NestedJarFile.getInputStream,0.1472
com.fasterxml.jackson.core.JsonFactory.<clinit>,0.1624
org.springframework.context.annotation.AnnotationConfigUtils.registerAnnotationConfigProcessors,0.3301
jdk.internal.org.objectweb.asm.ByteVector.putUTF8,0.1268
java.lang.invoke.LambdaForm$NamedFunction.intrinsicName,0.1888
java.lang.ref.Reference.clear0,0.2832
java.lang.StringConcatHelper.stringOf,0.2948
org.springframework.boot.loader.zip.ZipCentralDirectoryFileHeaderRecord.load,0.1888
com.sun.org.apache.xpath.internal.XPath.initFunctionTable,0.1169
java.lang.ClassLoader.defineClass0,3.3095
java.lang.ClassLoader.defineClass1,18.2484
java.util.concurrent.CopyOnWriteArrayList.lambda$removeAll$0,0.1169
jdk.internal.loader.URLClassPath.getLoader,0.0890
java.lang.ClassLoader.defineClass2,0.4255
org.springframework.core.ResolvableType.isUnresolvableTypeVariable,0.1472
java.util.ImmutableCollections$Set12.<init>,0.1169
java.util.ArrayDeque.<init>,0.2128
jdk.internal.misc.Unsafe.park,0.0039
org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory.prepareContext,0.1169
org.springframework.boot.loader.zip.ZipString.readInBuffer,0.3057
org.springframework.boot.loader.zip.FileDataBlock$FileAccess.fillBuffer,0.7290
java.util.concurrent.ConcurrentHashMap.transfer,0.1472
java.util.concurrent.ConcurrentHashMap$MapEntry.getKey,0.1624
jdk.internal.loader.BuiltinClassLoader.loadClassOrNull,0.1888
java.io.InputStream.<init>,0.1888
jdk.internal.org.objectweb.asm.Type.getReturnTypeOffset,0.1169
org.springframework.beans.PropertyDescriptorUtils.determineBasicProperties,0.1650
org.springframework.cglib.proxy.Enhancer$4.beginMethod,0.1472
org.springframework.context.annotation.ConfigurationClassPostProcessor.enhanceConfigurationClasses,0.1472
com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.<init>,0.1169
org.springframework.beans.factory.support.AbstractBeanFactory.hasInstantiationAwareBeanPostProcessors,0.4117
java.security.AccessControlContext.combine,0.2948
java.lang.ClassLoader.findLoadedClass0,0.1182
jdk.internal.misc.Unsafe.allocateUninitializedArray,0.1472
org.springframework.boot.context.event.EventPublishingRunListener.started,0.0000
java.util.TreeMap.successor,0.0000
java.lang.Class.getDeclaredMethods0,0.5183
jdk.internal.misc.Unsafe.checkPointer,0.1888
org.springframework.boot.loader.zip.ZipString.readString,0.1888
org.springframework.context.support.AbstractApplicationContext.prepareBeanFactory,0.1650
java.lang.Class.isArray,0.4954
jdk.internal.org.objectweb.asm.ClassWriter.<init>,0.0086
java.nio.ByteBuffer.put,0.1888
java.util.Spliterators.checkFromToBounds,0.1472
java.lang.ref.Reference.refersTo,0.2654
java.util.concurrent.ConcurrentLinkedDeque.linkFirst,0.0086
java.util.HashMap.putVal,0.2772
java.nio.HeapByteBuffer.<init>,0.1888
java.util.LinkedHashMap$LinkedKeyIterator.<init>,0.1182
org.springframework.ws.config.annotation.WsConfigurationSupport.getInterceptors,0.1169
org.springframework.boot.context.properties.source.SpringConfigurationPropertySources$SourcesIterator.fetchNext,0.3297
org.springframework.boot.loader.jar.NestedJarFile$JarEntryInflaterInputStream.<init>,0.1182
sun.nio.ch.UnixFileDispatcherImpl.pread0,16.7221
java.io.Console.lambda$instantiateConsole$3,0.2128
java.lang.Class.isInterface,0.2128
org.springframework.beans.factory.config.ConstructorArgumentValues.isEmpty,0.1472
java.lang.ref.Reference.refersTo0,0.2772
java.lang.ClassLoader.findBootstrapClass,2.7040
com.fasterxml.jackson.core.util.Separators$Spacing.apply,0.1624
java.util.concurrent.ConcurrentHashMap.get,0.4130
jdk.internal.reflect.Reflection.getCallerClass,0.4747
com.jprofiler.agent.ClassLoaderCallee.__ejt_useBootClassLoader,0.2948
org.springframework.beans.factory.support.BeanDefinitionValueResolver.resolveValueIfNecessary,0.1650
org.springframework.core.annotation.MergedAnnotationCollectors$$Lambda/0x00000008003c5288.accept,0.1472
org.apache.coyote.http11.Http11NioProtocol.<init>,0.1169
jdk.internal.reflect.MethodHandleAccessorFactory.newConstructorAccessor,0.5075
org.springframework.boot.autoconfigure.http.client.NotReactiveWebApplicationCondition.<init>,0.2772
java.util.ResourceBundle.getBundleImpl,0.1624
org.springframework.boot.loader.zip.FileDataBlock$FileAccess.ensureOpen,0.1650
org.springframework.boot.autoconfigure.condition.OnClassCondition$StandardOutcomesResolver.getOutcome,0.0000
java.lang.Class.getDeclaredConstructors0,0.3836
java.lang.ClassLoader.loadClass,2.1063
java.util.Arrays.copyOf,0.2128
org.springframework.beans.factory.config.BeanExpressionContext.<init>,0.1472
org.springframework.boot.loader.zip.DataBlock.readFully,0.1888
java.net.InetAddress.getByAddress,0.2948
java.util.TimeZone.getDisplayName,0.1624
java.util.Collections.reverseOrder,0.1650
com.fasterxml.jackson.databind.ObjectMapper.<init>,0.1624
org.springframework.boot.loader.zip.ZipLocalFileHeaderRecord.load,0.6044
org.springframework.boot.loader.zip.FileDataBlock.slice,0.1624
jdk.internal.ref.CleanerImpl.getCleanerImpl,0.2351
jdk.internal.org.objectweb.asm.SymbolTable.hash,0.1650
org.springframework.core.task.SimpleAsyncTaskExecutor.<init>,0.1182
